"X","p_vec","gamma_vec","beta_vec","Lik_vec","job_vec"
17,0.2725,0.0518113316981854,0.001852,-185.591443986146,101
18,0.2725,0.0518113316981854,0.001854,-185.296095953342,101
19,0.2725,0.0518113316981854,0.001856,-185.009995537909,101
20,0.2725,0.0518113316981854,0.001858,-184.733322548354,101
21,0.2725,0.0518113316981854,0.00186,-184.4662085968,101
22,0.2725,0.0518113316981854,0.001862,-184.20806355218,101
23,0.2725,0.0518113316981854,0.001864,-183.958797272732,101
24,0.2725,0.0518113316981854,0.001866,-183.718321266143,101
25,0.2725,0.0518113316981854,0.001868,-183.486548619863,101
1,0.2725,0.0518113316981854,0.00187,-183.264197446754,102
2,0.2725,0.0518113316981854,0.001872,-183.05078421009,102
3,0.2725,0.0518113316981854,0.001874,-182.845827632557,102
4,0.2725,0.0518113316981854,0.001876,-182.649246548128,102
5,0.2725,0.0518113316981854,0.001878,-182.460961090837,102
6,0.2725,0.0518113316981854,0.00188,-182.28089264638,102
7,0.2725,0.0518113316981854,0.001882,-182.108963814043,102
8,0.2725,0.0518113316981854,0.001884,-181.945098356713,102
9,0.2725,0.0518113316981854,0.001886,-181.78922117082,102
10,0.2725,0.0518113316981854,0.001888,-181.641258237695,102
11,0.2725,0.0518113316981854,0.00189,-181.501136613404,102
12,0.2725,0.0518113316981854,0.001892,-181.368784358378,102
13,0.2725,0.0518113316981854,0.001894,-181.244130532104,102
14,0.2725,0.0518113316981854,0.001896,-181.127105162511,102
15,0.2725,0.0518113316981854,0.001898,-181.017639206134,102
16,0.2725,0.0518113316981854,0.0019,-180.915664529719,102
17,0.2725,0.0518113316981854,0.001902,-180.821113882071,102
18,0.2725,0.0518113316981854,0.001904,-180.733920862932,102
19,0.2725,0.0518113316981854,0.001906,-180.654019915512,102
20,0.2725,0.0518113316981854,0.001908,-180.581346289144,102
21,0.2725,0.0518113316981854,0.00191,-180.515836024196,102
22,0.2725,0.0518113316981854,0.001912,-180.457425931593,102
23,0.2725,0.0518113316981854,0.001914,-180.406053572914,102
24,0.2725,0.0518113316981854,0.001916,-180.361657242617,102
25,0.2725,0.0518113316981854,0.001918,-180.324175947206,102
1,0.2725,0.0518113316981854,0.00192,-180.293549393121,103
2,0.2725,0.0518113316981854,0.001922,-180.269717966337,103
3,0.2725,0.0518113316981854,0.001924,-180.25262272151,103
4,0.2725,0.0518113316981854,0.001926,-180.242205360435,103
5,0.2725,0.0518113316981854,0.001928,-180.238408223566,103
6,0.2725,0.0518113316981854,0.00193,-180.241174269132,103
7,0.2725,0.0518113316981854,0.001932,-180.250447071054,103
8,0.2725,0.0518113316981854,0.001934,-180.266170795609,103
9,0.2725,0.0518113316981854,0.001936,-180.288290194711,103
10,0.2725,0.0518113316981854,0.001938,-180.317317139319,103
11,0.2725,0.0518113316981854,0.00194,-180.35271437372,103
12,0.2725,0.0518113316981854,0.001942,-180.394346604471,103
13,0.2725,0.0518113316981854,0.001944,-180.442160820304,103
14,0.2725,0.0518113316981854,0.001946,-180.496104525208,103
15,0.2725,0.0518113316981854,0.001948,-180.556125748063,103
16,0.2725,0.0518113316981854,0.00195,-180.622173027318,103
17,0.2725,0.0518113316981854,0.001952,-180.694195399085,103
18,0.2725,0.0518113316981854,0.001954,-180.772142398999,103
19,0.2725,0.0518113316981854,0.001956,-180.85596405457,103
20,0.2725,0.0518113316981854,0.001958,-180.945610808387,103
21,0.2725,0.0518113316981854,0.00196,-181.041033669075,103
22,0.2725,0.0518113316981854,0.001962,-181.142184035501,103
23,0.2725,0.0518113316981854,0.001964,-181.249013778913,103
24,0.2725,0.0518113316981854,0.001966,-181.361475215571,103
25,0.2725,0.0518113316981854,0.001968,-181.47952109541,103
1,0.2725,0.0518113316981854,0.00197,-181.603104607095,104
2,0.2725,0.0518113316981854,0.001972,-181.732179357687,104
3,0.2725,0.0518113316981854,0.001974,-181.866699397928,104
4,0.2725,0.0518113316981854,0.001976,-182.00661910546,104
5,0.2725,0.0518113316981854,0.001978,-182.151893386829,104
6,0.2725,0.0518113316981854,0.00198,-182.302477467055,104
7,0.2725,0.0518113316981854,0.001982,-182.458690653058,104
8,0.2725,0.0518113316981854,0.001984,-182.619773873298,104
9,0.2725,0.0518113316981854,0.001986,-182.786035006684,104
10,0.2725,0.0518113316981854,0.001988,-182.957430823576,104
11,0.2725,0.0518113316981854,0.00199,-183.133918498803,104
12,0.2725,0.0518113316981854,0.001992,-183.315455575806,104
13,0.2725,0.0518113316981854,0.001994,-183.501999895662,104
14,0.2725,0.0518113316981854,0.001996,-183.693509786615,104
15,0.2725,0.0518113316981854,0.001998,-183.889943866189,104
16,0.2725,0.0518113316981854,0.002,-184.091261020302,104
17,0.2725,0.0518113316981854,0.002002,-184.297420638253,104
18,0.2725,0.0518113316981854,0.002004,-184.508382348649,104
19,0.2725,0.0518113316981854,0.002006,-184.724106162462,104
20,0.2725,0.0518113316981854,0.002008,-184.94455235611,104
21,0.2725,0.0518113316981854,0.00201,-185.169681583349,104
22,0.2725,0.0518113316981854,0.002012,-185.399454906023,104
23,0.2725,0.0518113316981854,0.002014,-185.633833543663,104
24,0.2725,0.0518113316981854,0.002016,-185.872779145717,104
25,0.2725,0.0518113316981854,0.002018,-186.116253616962,104
1,0.273,0.0518302787294414,0.00182,-191.61743318742,105
2,0.273,0.0518302787294414,0.001822,-191.159388914231,105
3,0.273,0.0518302787294414,0.001824,-190.712509662705,105
4,0.273,0.0518302787294414,0.001826,-190.276649472084,105
5,0.273,0.0518302787294414,0.001828,-189.851667278006,105
6,0.273,0.0518302787294414,0.00183,-189.437426496861,105
7,0.273,0.0518302787294414,0.001832,-189.033794768011,105
8,0.273,0.0518302787294414,0.001834,-188.640643651163,105
9,0.273,0.0518302787294414,0.001836,-188.2578483687,105
10,0.273,0.0518302787294414,0.001838,-187.885287584704,105
11,0.273,0.0518302787294414,0.00184,-187.522843188619,105
12,0.273,0.0518302787294414,0.001842,-187.170400115922,105
13,0.273,0.0518302787294414,0.001844,-186.827846170423,105
14,0.273,0.0518302787294414,0.001846,-186.495071857123,105
15,0.273,0.0518302787294414,0.001848,-186.171970224281,105
16,0.273,0.0518302787294414,0.00185,-185.858436798072,105
17,0.273,0.0518302787294414,0.001852,-185.554369344733,105
18,0.273,0.0518302787294414,0.001854,-185.259667885526,105
19,0.273,0.0518302787294414,0.001856,-184.974234473253,105
20,0.273,0.0518302787294414,0.001858,-184.698135347554,105
21,0.273,0.0518302787294414,0.00186,-184.431729657501,105
22,0.273,0.0518302787294414,0.001862,-184.174312192543,105
23,0.273,0.0518302787294414,0.001864,-183.925792465435,105
24,0.273,0.0518302787294414,0.001866,-183.686081648065,105
25,0.273,0.0518302787294414,0.001868,-183.455092506695,105
1,0.273,0.0518302787294414,0.00187,-183.233351596015,106
2,0.273,0.0518302787294414,0.001872,-183.020759688232,106
3,0.273,0.0518302787294414,0.001874,-182.816641863358,106
4,0.273,0.0518302787294414,0.001876,-182.620916673358,106
5,0.273,0.0518302787294414,0.001878,-182.433503979533,106
6,0.273,0.0518302787294414,0.00188,-182.254324902527,106
7,0.273,0.0518302787294414,0.001882,-182.083301783255,106
8,0.273,0.0518302787294414,0.001884,-181.92035813718,106
9,0.273,0.0518302787294414,0.001886,-181.765418616459,106
10,0.273,0.0518302787294414,0.001888,-181.618408972429,106
11,0.273,0.0518302787294414,0.00189,-181.47925601737,106
12,0.273,0.0518302787294414,0.001892,-181.34788759697,106
13,0.273,0.0518302787294414,0.001894,-181.224232555448,106
14,0.273,0.0518302787294414,0.001896,-181.10822069932,106
15,0.273,0.0518302787294414,0.001898,-180.999782785155,106
16,0.273,0.0518302787294414,0.0019,-180.89885047272,106
17,0.273,0.0518302787294414,0.001902,-180.805356312687,106
18,0.273,0.0518302787294414,0.001904,-180.719233713988,106
19,0.273,0.0518302787294414,0.001906,-180.640416926577,106
20,0.273,0.0518302787294414,0.001908,-180.568841016179,106
21,0.273,0.0518302787294414,0.00191,-180.50444184309,106
22,0.273,0.0518302787294414,0.001912,-180.447156038226,106
23,0.273,0.0518302787294414,0.001914,-180.396920990256,106
24,0.273,0.0518302787294414,0.001916,-180.353674822573,106
25,0.273,0.0518302787294414,0.001918,-180.317356375277,106
1,0.273,0.0518302787294414,0.00192,-180.287905191095,107
2,0.273,0.0518302787294414,0.001922,-180.265261494213,107
3,0.273,0.0518302787294414,0.001924,-180.249366181691,107
4,0.273,0.0518302787294414,0.001926,-180.240160799455,107
5,0.273,0.0518302787294414,0.001928,-180.237587535201,107
6,0.273,0.0518302787294414,0.00193,-180.241589200488,107
7,0.273,0.0518302787294414,0.001932,-180.25210921856,107
8,0.273,0.0518302787294414,0.001934,-180.269091613651,107
9,0.273,0.0518302787294414,0.001936,-180.292480992945,107
10,0.273,0.0518302787294414,0.001938,-180.322704216768,107
11,0.273,0.0518302787294414,0.00194,-180.359394987876,107
12,0.273,0.0518302787294414,0.001942,-180.402331662846,107
13,0.273,0.0518302787294414,0.001944,-180.451461088548,107
14,0.273,0.0518302787294414,0.001946,-180.506730638078,107
15,0.273,0.0518302787294414,0.001948,-180.568088213297,107
16,0.273,0.0518302787294414,0.00195,-180.635482221408,107
17,0.273,0.0518302787294414,0.001952,-180.708861578164,107
18,0.273,0.0518302787294414,0.001954,-180.788175690062,107
19,0.273,0.0518302787294414,0.001956,-180.873374450327,107
20,0.273,0.0518302787294414,0.001958,-180.964408229255,107
21,0.273,0.0518302787294414,0.00196,-181.061227861984,107
22,0.273,0.0518302787294414,0.001962,-181.163784655651,107
23,0.273,0.0518302787294414,0.001964,-181.272030375023,107
24,0.273,0.0518302787294414,0.001966,-181.385917171456,107
25,0.273,0.0518302787294414,0.001968,-181.505397759923,107
1,0.273,0.0518302787294414,0.00197,-181.630425135306,108
2,0.273,0.0518302787294414,0.001972,-181.760952856674,108
3,0.273,0.0518302787294414,0.001974,-181.896934823572,108
4,0.273,0.0518302787294414,0.001976,-182.038325390586,108
5,0.273,0.0518302787294414,0.001978,-182.185079233774,108
6,0.273,0.0518302787294414,0.00198,-182.337151559564,108
7,0.273,0.0518302787294414,0.001982,-182.494497886954,108
8,0.273,0.0518302787294414,0.001984,-182.65745256399,108
9,0.273,0.0518302787294414,0.001986,-182.825227326483,108
10,0.273,0.0518302787294414,0.001988,-182.998145025452,108
11,0.273,0.0518302787294414,0.00199,-183.176162759848,108
12,0.273,0.0518302787294414,0.001992,-183.359237886813,108
13,0.273,0.0518302787294414,0.001994,-183.547328289457,108
14,0.273,0.0518302787294414,0.001996,-183.740392107078,108
15,0.273,0.0518302787294414,0.001998,-183.938387856583,108
16,0.273,0.0518302787294414,0.002,-184.141274440712,108
17,0.273,0.0518302787294414,0.002002,-184.349011022242,108
18,0.273,0.0518302787294414,0.002004,-184.561557190242,108
19,0.273,0.0518302787294414,0.002006,-184.778872843712,108
20,0.273,0.0518302787294414,0.002008,-185.000918191474,108
21,0.273,0.0518302787294414,0.00201,-185.227653883648,108
22,0.273,0.0518302787294414,0.002012,-185.459040698976,108
23,0.273,0.0518302787294414,0.002014,-185.695039939166,108
24,0.273,0.0518302787294414,0.002016,-185.935613116044,108
25,0.273,0.0518302787294414,0.002018,-186.180722070003,108
1,0.2735,0.0518492365716775,0.00182,-191.573749543565,109
2,0.2735,0.0518492365716775,0.001822,-191.115946505438,109
3,0.2735,0.0518492365716775,0.001824,-190.669338966712,109
4,0.2735,0.0518492365716775,0.001826,-190.233780022285,109
5,0.2735,0.0518492365716775,0.001828,-189.809127710825,109
6,0.2735,0.0518492365716775,0.00183,-189.395244638066,109
7,0.2735,0.0518492365716775,0.001832,-188.991997672235,109
8,0.2735,0.0518492365716775,0.001834,-188.59925765613,109
9,0.2735,0.0518492365716775,0.001836,-188.216899127288,109
10,0.2735,0.0518492365716775,0.001838,-187.844800106375,109
11,0.2735,0.0518492365716775,0.00184,-187.482841887804,109
12,0.2735,0.0518492365716775,0.001842,-187.130908826438,109
13,0.2735,0.0518492365716775,0.001844,-186.788888176145,109
14,0.2735,0.0518492365716775,0.001846,-186.456669927994,109
15,0.2735,0.0518492365716775,0.001848,-186.134146657284,109
16,0.2735,0.0518492365716775,0.00185,-185.821213389065,109
17,0.2735,0.0518492365716775,0.001852,-185.517767476835,109
18,0.2735,0.0518492365716775,0.001854,-185.223708480478,109
19,0.2735,0.0518492365716775,0.001856,-184.938938067237,109
20,0.2735,0.0518492365716775,0.001858,-184.66340828833,109
21,0.2735,0.0518492365716775,0.00186,-184.39770702617,109
22,0.2735,0.0518492365716775,0.001862,-184.141013388137,109
23,0.2735,0.0518492365716775,0.001864,-183.893236537934,109
24,0.2735,0.0518492365716775,0.001866,-183.654287312076,109
25,0.2735,0.0518492365716775,0.001868,-183.424078143961,109
1,0.261,0.0513785097556225,0.00192,-180.532837615226,11
2,0.261,0.0513785097556225,0.001922,-180.481140905347,11
3,0.261,0.0513785097556225,0.001924,-180.435910578664,11
4,0.261,0.0513785097556225,0.001926,-180.397091730126,11
5,0.261,0.0513785097556225,0.001928,-180.364630046977,11
6,0.261,0.0513785097556225,0.00193,-180.338471776653,11
7,0.261,0.0513785097556225,0.001932,-180.319108164076,11
8,0.261,0.0513785097556225,0.001934,-180.306011813657,11
9,0.261,0.0513785097556225,0.001936,-180.299062491976,11
10,0.261,0.0513785097556225,0.001938,-180.298208606968,11
11,0.261,0.0513785097556225,0.00194,-180.303399081025,11
12,0.261,0.0513785097556225,0.001942,-180.314583341685,11
13,0.261,0.0513785097556225,0.001944,-180.331711306912,11
14,0.261,0.0513785097556225,0.001946,-180.354733383929,11
15,0.261,0.0513785097556225,0.001948,-180.383600455525,11
16,0.261,0.0513785097556225,0.00195,-180.418263892449,11
17,0.261,0.0513785097556225,0.001952,-180.458675468502,11
18,0.261,0.0513785097556225,0.001954,-180.504787488418,11
19,0.261,0.0513785097556225,0.001956,-180.55655265861,11
20,0.261,0.0513785097556225,0.001958,-180.6139241262,11
21,0.261,0.0513785097556225,0.00196,-180.676855482198,11
22,0.261,0.0513785097556225,0.001962,-180.745300734524,11
23,0.261,0.0513785097556225,0.001964,-180.819214312056,11
24,0.261,0.0513785097556225,0.001966,-180.898760100076,11
25,0.261,0.0513785097556225,0.001968,-180.983487089989,11
1,0.2735,0.0518492365716775,0.00187,-183.202943105369,110
2,0.2735,0.0518492365716775,0.001872,-182.991169142864,110
3,0.2735,0.0518492365716775,0.001874,-182.787886755208,110
4,0.2735,0.0518492365716775,0.001876,-182.59301420485,110
5,0.2735,0.0518492365716775,0.001878,-182.406471094893,110
6,0.2735,0.0518492365716775,0.00188,-182.228178263943,110
7,0.2735,0.0518492365716775,0.001882,-182.058057798275,110
8,0.2735,0.0518492365716775,0.001884,-181.896032962128,110
9,0.2735,0.0518492365716775,0.001886,-181.742028164549,110
10,0.2735,0.0518492365716775,0.001888,-181.595968919055,110
11,0.2735,0.0518492365716775,0.00189,-181.457781808036,110
12,0.2735,0.0518492365716775,0.001892,-181.32739445025,110
13,0.2735,0.0518492365716775,0.001894,-181.204735467806,110
14,0.2735,0.0518492365716775,0.001896,-181.089734460475,110
15,0.2735,0.0518492365716775,0.001898,-180.982321969797,110
16,0.2735,0.0518492365716775,0.0019,-180.882429453783,110
17,0.2735,0.0518492365716775,0.001902,-180.789989261117,110
18,0.2735,0.0518492365716775,0.001904,-180.704934613904,110
19,0.2735,0.0518492365716775,0.001906,-180.627199566827,110
20,0.2735,0.0518492365716775,0.001908,-180.55671899775,110
21,0.2735,0.0518492365716775,0.00191,-180.493428584217,110
22,0.2735,0.0518492365716775,0.001912,-180.437264783934,110
23,0.2735,0.0518492365716775,0.001914,-180.388164807059,110
24,0.2735,0.0518492365716775,0.001916,-180.346066604453,110
25,0.2735,0.0518492365716775,0.001918,-180.310908852347,110
1,0.2735,0.0518492365716775,0.00192,-180.282630925356,111
2,0.2735,0.0518492365716775,0.001922,-180.261172888658,111
3,0.2735,0.0518492365716775,0.001924,-180.246475477967,111
4,0.2735,0.0518492365716775,0.001926,-180.23848008656,111
5,0.2735,0.0518492365716775,0.001928,-180.237128743781,111
6,0.2735,0.0518492365716775,0.00193,-180.242364115992,111
7,0.2735,0.0518492365716775,0.001932,-180.254129478065,111
8,0.2735,0.0518492365716775,0.001934,-180.272368705137,111
9,0.2735,0.0518492365716775,0.001936,-180.297026266314,111
10,0.2735,0.0518492365716775,0.001938,-180.328443540457,111
11,0.2735,0.0518492365716775,0.00194,-180.366426126225,111
12,0.2735,0.0518492365716775,0.001942,-180.410665552494,111
13,0.2735,0.0518492365716775,0.001944,-180.461108531193,111
14,0.2735,0.0518492365716775,0.001946,-180.517702307066,111
15,0.2735,0.0518492365716775,0.001948,-180.580394661797,111
16,0.2735,0.0518492365716775,0.00195,-180.649133834838,111
17,0.2735,0.0518492365716775,0.001952,-180.7238686567,111
18,0.2735,0.0518492365716775,0.001954,-180.804548396104,111
19,0.2735,0.0518492365716775,0.001956,-180.891122826432,111
20,0.2735,0.0518492365716775,0.001958,-180.983542185462,111
21,0.2735,0.0518492365716775,0.00196,-181.081757205089,111
22,0.2735,0.0518492365716775,0.001962,-181.185719060989,111
23,0.2735,0.0518492365716775,0.001964,-181.29537939457,111
24,0.2735,0.0518492365716775,0.001966,-181.410690292501,111
25,0.2735,0.0518492365716775,0.001968,-181.53160428089,111
1,0.2735,0.0518492365716775,0.00197,-181.658074320595,112
2,0.2735,0.0518492365716775,0.001972,-181.790053802998,112
3,0.2735,0.0518492365716775,0.001974,-181.927496538478,112
4,0.2735,0.0518492365716775,0.001976,-182.070356757777,112
5,0.2735,0.0518492365716775,0.001978,-182.218589079377,112
6,0.2735,0.0518492365716775,0.00198,-182.372148554305,112
7,0.2735,0.0518492365716775,0.001982,-182.530990639326,112
8,0.2735,0.0518492365716775,0.001984,-182.695452043334,112
9,0.2735,0.0518492365716775,0.001986,-182.864739422681,112
10,0.2735,0.0518492365716775,0.001988,-183.03917801642,112
11,0.2735,0.0518492365716775,0.00199,-183.218724805385,112
12,0.2735,0.0518492365716775,0.001992,-183.403337118458,112
13,0.2735,0.0518492365716775,0.001994,-183.592972674986,112
14,0.2735,0.0518492365716775,0.001996,-183.787589531356,112
15,0.2735,0.0518492365716775,0.001998,-183.987146148655,112
16,0.2735,0.0518492365716775,0.002,-184.191601223219,112
17,0.2735,0.0518492365716775,0.002002,-184.400913988151,112
18,0.2735,0.0518492365716775,0.002004,-184.615043808261,112
19,0.2735,0.0518492365716775,0.002006,-184.833950564145,112
20,0.2735,0.0518492365716775,0.002008,-185.057594384535,112
21,0.2735,0.0518492365716775,0.00201,-185.285935748157,112
22,0.2735,0.0518492365716775,0.002012,-185.518935481532,112
23,0.2735,0.0518492365716775,0.002014,-185.756554630092,112
24,0.2735,0.0518492365716775,0.002016,-185.998754764578,112
25,0.2735,0.0518492365716775,0.002018,-186.24549752879,112
1,0.274,0.0518682052354272,0.00182,-191.530618196944,113
2,0.274,0.0518682052354272,0.001822,-191.07305010279,113
3,0.274,0.0518682052354272,0.001824,-190.62670817081,113
4,0.274,0.0518682052354272,0.001826,-190.19144455035,113
5,0.274,0.0518682052354272,0.001828,-189.767116393338,113
6,0.274,0.0518682052354272,0.00183,-189.353585460742,113
7,0.274,0.0518682052354272,0.001832,-188.950717856062,113
8,0.274,0.0518682052354272,0.001834,-188.558383674702,113
9,0.274,0.0518682052354272,0.001836,-188.176456763174,113
10,0.274,0.0518682052354272,0.001838,-187.804814525211,113
11,0.274,0.0518682052354272,0.00184,-187.443337611409,113
12,0.274,0.0518682052354272,0.001842,-187.091909806724,113
13,0.274,0.0518682052354272,0.001844,-186.7504178241,113
14,0.274,0.0518682052354272,0.001846,-186.418751135228,113
15,0.274,0.0518682052354272,0.001848,-186.096801805009,113
16,0.274,0.0518682052354272,0.00185,-185.784464393775,113
17,0.274,0.0518682052354272,0.001852,-185.481635793157,113
18,0.274,0.0518682052354272,0.001854,-185.188215156965,113
19,0.274,0.0518682052354272,0.001856,-184.904103713638,113
20,0.274,0.0518682052354272,0.001858,-184.629204743475,113
21,0.274,0.0518682052354272,0.00186,-184.364138056252,113
22,0.274,0.0518682052354272,0.001862,-184.108164471755,113
23,0.274,0.0518682052354272,0.001864,-183.861126804985,113
24,0.274,0.0518682052354272,0.001866,-183.622935552895,113
25,0.274,0.0518682052354272,0.001868,-183.393502829054,113
1,0.274,0.0518682052354272,0.00187,-183.172969230712,114
2,0.274,0.0518682052354272,0.001872,-182.962009813,114
3,0.274,0.0518682052354272,0.001874,-182.759559530395,114
4,0.274,0.0518682052354272,0.001876,-182.565536364594,114
5,0.274,0.0518682052354272,0.001878,-182.37985962617,114
6,0.274,0.0518682052354272,0.00188,-182.20244990246,114
7,0.274,0.0518682052354272,0.001882,-182.033229013268,114
8,0.274,0.0518682052354272,0.001884,-181.872119972436,114
9,0.274,0.0518682052354272,0.001886,-181.719046941655,114
10,0.274,0.0518682052354272,0.001888,-181.573935194134,114
11,0.274,0.0518682052354272,0.00189,-181.436711081779,114
12,0.274,0.0518682052354272,0.001892,-181.307301997203,114
13,0.274,0.0518682052354272,0.001894,-181.185636341986,114
14,0.274,0.0518682052354272,0.001896,-181.071643499061,114
15,0.274,0.0518682052354272,0.001898,-180.965253801842,114
16,0.274,0.0518682052354272,0.0019,-180.866398502569,114
17,0.274,0.0518682052354272,0.001902,-180.775009752108,114
18,0.274,0.0518682052354272,0.001904,-180.691020571109,114
19,0.274,0.0518682052354272,0.001906,-180.614364827176,114
20,0.274,0.0518682052354272,0.001908,-180.544977211925,114
21,0.274,0.0518682052354272,0.00191,-180.482793219311,114
22,0.274,0.0518682052354272,0.001912,-180.427749125647,114
23,0.274,0.0518682052354272,0.001914,-180.379781967048,114
24,0.274,0.0518682052354272,0.001916,-180.338829524185,114
25,0.274,0.0518682052354272,0.001918,-180.304830302057,114
1,0.274,0.0518682052354272,0.00192,-180.277723509711,115
2,0.274,0.0518682052354272,0.001922,-180.257449050583,115
3,0.274,0.0518682052354272,0.001924,-180.243947501068,115
4,0.274,0.0518682052354272,0.001926,-180.237160106657,115
5,0.274,0.0518682052354272,0.001928,-180.237028718564,115
6,0.274,0.0518682052354272,0.00193,-180.24349587562,115
7,0.274,0.0518682052354272,0.001932,-180.256504698915,115
